1,4851
2,4134
3,2892
4,1328
5,967
6,1487
7,1771
8,2616
9,1895
10,1497
11,1212
12,30252
13,1023
14,928
15,1393
16,2652
17,799
18,632
19,544
20,25753
21,436
22,348
23,381
24,1121
25,337
26,231
27,291
28,522
29,209
30,231
31,219
32,8859
33,150
34,147
35,180
36,201
37,259
38,174
39,222
40,470
41,171
42,232
43,154
44,258
45,275
46,200
47,153
48,20671
49,197
50,151
51,200
52,319
53,197
54,170
55,153
56,20096
57,186
58,153
59,154
60,358
61,112
62,129
63,116
64,32674
65,131
66,111
67,121
68,465
69,104
70,89
71,89
72,21416
73,61
74,60
75,79
76,52
77,71
78,80
79,61
80,20135
81,82
82,39
83,20
84,36
85,25
86,34
87,23
88,144
89,13
90,11
91,23
92,11
93,14
94,16
95,17
96,129
97,16
98,9
99,28
100,14
101,8
102,12
103,15
104,34
105,10
106,6
107,4
108,12
109,14
110,32
111,8
112,213
113,24
114,19
115,10
116,107
117,11
118,9
119,7
120,134
121,12
122,12
123,10
124,22
125,12
126,21
127,19
128,385
129,8
130,9
131,12
132,22
133,16
134,10
135,9
136,23
137,16
138,15
139,17
140,12
141,19
142,11
143,8
144,17
145,14
146,13
147,10
148,11
149,7
150,15
151,12
152,25
153,11
154,8
155,8
156,7
157,6
158,5
159,4
160,1447
161,11
162,2
163,15
164,5
165,7
166,5
167,7
168,19
169,3
170,4
171,7
172,280
173,6
174,10
175,2
176,12
177,5
178,4
179,8
180,5
181,5
182,5
183,6
184,7
185,7
186,6
187,4
188,3
189,3
190,5
191,4
192,140
193,3
194,4
195,5
196,594
197,5
198,3
199,2
200,425
201,7
202,3
203,3
204,6
205,7
206,4
207,6
208,11
209,7
210,2
211,3
212,5
213,6
214,4
215,2
216,11
217,2
218,1
219,2
220,2
221,1
223,6
224,107
225,4
226,7
227,10
228,13
229,4
230,4
231,5
232,2
233,6
234,2
235,2
236,1
237,2
238,7
239,3
240,6
241,2
242,3
243,2
244,3
245,6
246,5
247,5
248,6
249,6
250,2
251,1
252,5
253,7
254,1
255,4
256,287
257,2
258,4
259,9
260,3
261,5
262,2
263,3
264,11
265,2
267,5
268,2
269,1
270,2
271,1
272,8
274,1
275,4
276,68
277,2
278,2
279,5
280,3
281,3
282,3
283,2
284,3
285,4
286,1
287,3
288,101
290,1
291,2
292,1
293,1
295,8
296,7
297,3
298,1
300,5
301,9
302,6
303,6
304,3
305,6
306,10
307,8
308,4
309,1
310,1
311,1
312,1
313,1
314,2
316,2
318,2
319,2
320,108
321,6
322,2
323,2
324,3
325,2
326,7
327,1
328,1
329,1
330,2
332,2
333,3
334,3
335,1
336,7
337,2
338,2
339,6
340,7
341,4
342,1
343,1
344,2
345,3
347,1
348,1
349,3
350,1
352,106
354,2
355,1
356,1
357,1
358,1
359,1
360,1
361,1
364,97
366,2
367,2
368,1
371,1
372,2
374,4
375,1
376,2
377,1
379,1
380,2
381,4
382,3
383,4
384,107
386,1
387,2
388,2
389,1
390,1
392,1
393,1
395,12
396,6
399,1
400,423
403,1
404,6
408,2
410,1
411,5
412,1
413,1
415,2
416,101
419,1
420,1
421,2
425,1
427,3
428,2
430,2
432,4
433,1
436,1
437,1
439,1
440,1
448,1102
450,1
451,1
456,200
460,1
461,2
464,4
466,1
467,1
470,1
472,2
473,1
474,1
480,105
483,1
485,1
486,1
488,2
489,1
492,1
493,1
495,1
496,2
498,1
500,1
504,8
506,3
507,1
510,1
511,1
512,1474
513,1
516,2
517,1
519,1
520,2
528,5
529,1
531,1
532,1
534,1
536,1
541,3
542,2
544,102
547,1
551,2
552,2
559,1
560,1
562,1
563,2
566,2
567,3
568,19
573,1
575,1
576,102
577,1
583,1
584,1
586,1
588,1
589,3
590,1
592,2
596,1
597,2
602,1
603,1
604,2
607,1
608,103
613,4
615,5
621,1
623,1
624,3
625,1
631,1
632,1
633,3
635,1
640,100
641,3
642,3
643,1
644,1
646,1
647,3
656,1
660,5
665,5
672,100
678,1
680,1
684,3
687,3
690,1
693,1
698,1
701,2
704,101
714,2
715,1
717,3
720,2
722,1
723,1
728,1
736,100
738,4
739,3
744,1
747,1
749,2
751,1
752,1
756,1
759,3
760,1
766,1
767,2
768,104
769,1
776,4
788,1
789,3
792,8
798,1
800,104
806,1
809,1
811,1
824,2
825,3
829,1
832,100
833,1
836,1
841,1
848,4
853,2
855,1
858,1
861,1
864,101
868,2
872,1
875,1
881,1
885,1
896,101
903,2
906,1
912,1
913,1
920,1
921,1
924,5
928,100
930,1
932,1
937,1
939,1
941,1
943,1
944,2
947,1
952,4
955,1
958,1
960,100
964,1
966,1
967,1
968,1
984,1
990,1
992,101
1008,11
1009,1
1016,1
1020,1
1021,1
1024,201
1026,1
1029,3
1030,1
1034,1
1040,1
1041,1
1048,1
1056,105
1057,1
1061,1
1063,1
1064,1
1074,1
1082,1
1084,1
1087,1
1088,101
1093,1
1094,1
1096,1
1097,1
1104,1
1110,3
1112,1
1120,100
1122,1
1125,1
1134,1
1136,2
1138,1
1152,100
1153,1
1155,1
1156,7
1160,2
1163,1
1166,1
1171,1
1183,1
1184,101
1185,1
1187,1
1188,4
1191,1
1198,3
1200,1
1202,1
1208,1
1212,1
1213,1
1215,1
1216,100
1223,1
1228,3
1232,1
1233,1
1237,1
1242,1
1244,2
1245,1
1246,1
1248,100
1254,2
1256,1
1264,8
1265,1
1268,1
1272,1
1280,102
1304,1
1305,1
1311,1
1312,100
1313,1
1316,1
1320,4
1328,1
1335,1
1340,1
1344,100
1346,1
1350,1
1352,1
1361,1
1367,1
1374,1
1376,102
1393,1
1400,1
1405,1
1408,100
1411,1
1412,1
1422,1
1424,2
1426,1
1427,1
1434,1
1436,1
1440,100
1448,1
1449,1
1452,4
1453,1
1461,1
1465,1
1466,1
1468,1
1469,2
1471,1
1472,101
1476,1
1478,1
1490,1
1496,1
1503,1
1504,100
1513,1
1520,1
1527,1
1529,1
1532,1
1534,1
1536,104
1542,1
1543,1
1544,2
1545,1
1550,1
1556,1
1564,2
1568,101
1570,1
1573,1
1578,1
